gvkey,iid,cik,first_date,last_date
035867,02,1731536,2019-10-18,2019-10-18
035867,01,1731536,2019-10-18,2019-10-18
066708,01W,1649345,2016-02-02,2016-02-02
066708,02,1649345,2016-02-02,2016-02-02
320269,01W,1121142,2017-06-23,2017-06-23
033722,01,1734993,2018-06-01,2018-06-01
028543,01,1492298,2010-08-25,2010-08-25
105365,06,1521952,2011-07-18,2011-08-25
139136,01,1021725,2000-03-30,2000-03-30
126136,01,1611983,2014-10-23,2014-12-05
017122,01C,316901,1998-02-06,1998-02-06
037512,01C,1889823,2023-01-27,2024-12-30
165945,01,1817962,2020-09-15,2020-09-15
110682,01,870385,2017-03-30,2017-03-30
004723,90W,36678,1994-11-14,1994-11-14
023480,01,839477,1995-11-13,1996-03-27
024794,01,880414,1996-05-15,1996-06-14
015620,17C,926171,2003-03-26,2003-03-26
029446,01,90498,2018-03-19,2018-03-19
275618,01W,731859,2012-08-21,2012-08-21
037184,01,1823945,2020-12-07,2021-05-17
010451,01,701869,2011-06-16,2011-06-16
345699,01,1431852,2023-11-08,2024-03-29
006395,01,20212,1998-12-21,1998-12-21
023199,01,904691,1996-05-15,1996-08-12
102705,03W,1045513,2002-05-02,2002-05-02
003657,02,1564822,2013-02-01,2013-02-01
036274,04,1835654,2021-07-27,2021-07-27
154298,01,712771,2018-11-09,2018-11-09
177533,01,1278895,2020-03-06,2020-03-06
132738,03C,1431847,2008-07-09,2008-07-09
037779,02,1714562,2024-08-13,2024-08-13
015504,02W,844150,2019-08-02,2019-08-02
225476,03W,1122491,2012-05-29,2012-05-29
014186,02,859737,2013-01-28,2013-01-28
030234,01,891456,2013-02-25,2013-02-25
221145,01W,1264136,2013-08-15,2013-08-15
145413,01,890897,2010-11-03,2010-11-03
110382,01,910606,2017-04-25,2017-04-25
038520,02,1995194,2024-08-05,2024-08-05
318019,01W,1160308,2017-04-27,2017-04-27
021487,01,1137411,2017-10-10,2017-10-10
284745,04W,1824036,2022-04-29,2022-04-29
146451,01,1115616,2001-12-11,2001-12-11
144496,02,1610520,2014-09-29,2014-09-29
014971,01,1167467,2020-10-30,2020-10-30
031442,01,1304464,2022-09-02,2022-09-02
038449,03,1940674,2023-05-09,2023-05-09
296318,01,1065952,2005-06-10,2005-06-10
170791,01,1374310,2016-11-18,2016-11-18
106584,01,1308648,2012-09-17,2012-09-17
020067,02W,858446,2003-02-18,2025-02-27
062401,01,938320,1996-08-20,2007-02-13
019349,90,1135644,2002-01-07,2014-05-09
061214,10W,937966,2003-03-14,2025-07-16
002410,05W,313807,1999-04-01,2024-10-29
157353,06,1267395,2003-11-12,2025-08-13
018636,10W,835403,2002-11-12,2024-08-01
018636,90,835403,2002-11-12,2024-08-01
201794,91,1096200,2002-12-16,2007-11-16
012717,01,715446,1995-06-09,2025-05-28
025031,01,883505,1996-08-07,2011-07-29
019355,01,90498,1994-03-28,2025-08-05
030035,01,930121,1997-03-31,2006-11-07
118264,01,1060349,1998-04-24,2022-08-02
014150,02,216324,1995-06-27,2012-08-14
141018,01,1123596,2000-09-18,2025-07-14
145621,01,1313868,2005-05-16,2007-04-02
013631,01,792935,1995-08-11,2025-05-23
144135,01W,1344632,2006-08-29,2011-04-01
138743,01,1101239,2000-06-21,2025-04-30
005860,01W,216228,1994-03-25,2025-07-31
161048,01,1283630,2004-04-26,2022-07-26
013936,01,796655,1999-09-14,2011-05-27
139062,01,1179083,2003-01-31,2008-08-13
165927,92W,1342874,2006-01-11,2025-04-29
065556,12,1043219,1997-11-10,2025-07-23
061735,01,1002590,1996-05-09,2025-08-06
066654,02,1047884,1998-05-15,2021-02-26
178766,01,65100,1994-03-30,2013-08-02
181938,01,65100,1994-03-30,2013-08-02
206703,07W,1015111,2002-11-07,2008-04-23
177022,01,895421,1996-05-15,2025-08-04
180945,01,65100,1994-03-30,2013-08-02
179687,01,895421,1996-05-15,2025-08-04
177591,01,65100,1994-03-30,2013-08-02
180621,01,65100,1994-03-30,2013-08-02
180800,01,65100,1994-03-30,2013-08-02
216303,01,65100,1994-03-30,2013-08-02
177021,01,895421,1996-05-15,2025-08-04
178284,01,65100,1994-03-30,2013-08-02
177850,01,65100,1994-03-30,2013-08-02
030671,01,861884,1996-08-08,2025-05-01
184219,01,1407450,2007-08-30,2012-03-09
008530,07W,78003,1994-03-25,2025-08-05
178811,01,1419521,2008-02-20,2016-05-03
118122,04,1521332,2011-05-25,2025-05-01
064568,01,1031623,1997-05-15,2025-08-07
051810,01,1404912,2007-07-03,2025-08-08
177227,01,1145197,2007-02-14,2025-08-07
106486,01C,866028,2003-01-14,2023-03-23
029830,01W,1732845,2019-01-31,2024-05-03
015855,01,849399,1995-02-13,2025-08-13
152008,01,1158780,2002-09-30,2025-05-13
164416,01,1159167,2005-07-27,2025-08-07
003055,01,725897,1995-08-18,2008-11-14
008530,06W,78003,1994-03-25,2025-08-05
011538,02,103884,1995-05-17,2012-08-15
184449,03,1478950,2009-12-24,2015-04-30
013092,01,807882,1994-03-09,2025-08-06
152008,01W,1158780,2002-09-30,2025-05-13
141720,01,1161154,2017-05-03,2021-02-19
187418,01C,1515805,2011-06-08,2016-04-07
029830,01,1732845,2019-01-31,2024-05-03
008530,08W,78003,1994-03-25,2025-08-05
137580,01,1084899,1999-11-23,2010-05-14
183962,01,1342916,2005-12-13,2025-06-23
177549,01,1365160,2006-08-02,2016-04-15
176754,01,1373690,2006-10-23,2022-01-14
016915,01,1497055,2011-09-28,2018-04-16
184414,01,1166691,2002-10-30,2025-04-24
014009,01,812551,1995-11-14,2007-02-15
065670,01,1040973,1997-12-05,2006-11-14
065783,01W,928958,1998-11-16,2003-06-18
006207,01,216275,1994-10-25,2006-10-02
004162,02,727008,1995-04-07,2008-01-10
141376,01,750443,2000-11-07,2008-06-30
012212,01,790705,1995-03-31,2011-11-07
024926,01,881791,1996-08-13,2005-05-06
019917,01,803003,1995-10-30,2004-03-31
011877,01,778946,1994-02-09,2021-05-10
011877,02,778946,1994-02-09,2021-05-10
064410,01W,1170010,2003-01-14,2025-06-26
175105,01,1326252,2005-06-10,2012-07-20
165114,01,1230524,2005-11-17,2025-06-13
176729,01,1335294,2005-08-05,2011-11-14
163844,01,1314128,2005-08-26,2014-09-05
144624,01,1137390,2002-01-03,2025-04-07
025742,01,887394,1994-06-17,2025-04-07
148414,03,1171500,2003-03-31,2015-02-11
029816,01,918573,1996-05-13,2025-08-25
030112,90,920602,2002-11-12,2006-08-04
177111,01,1293282,2007-02-07,2024-11-12
141469,01,1123494,2000-09-18,2025-08-11
164633,01,1331520,2006-03-14,2025-08-05
063000,02,1012019,1996-05-13,2025-08-08
013289,01,803016,1995-09-28,2025-02-05
266315,02,1286043,2004-04-06,2023-05-01
179819,01W,1423221,2008-01-11,2025-06-06
140910,01,1119985,2000-07-31,2019-08-12
141076,05W,1126659,2001-04-02,2005-08-02
216461,01,230557,1996-05-15,2025-07-25
011217,90,753762,2003-07-24,2007-06-21
011217,13W,753762,2003-07-24,2007-06-21
063120,04W,898427,2000-11-21,2009-03-27
014253,01,311094,1994-04-01,2025-08-06
160592,01,1375063,2007-01-31,2020-03-02
018960,01,859222,2012-06-12,2018-03-28
025731,01,1123316,2000-09-06,2018-03-16
186836,03,1415916,2011-03-30,2021-03-16
181327,01C,1514597,2018-11-09,2025-04-01
181269,01,1309402,2008-09-04,2025-08-11
013520,01C,766011,2003-06-16,2025-08-11
162501,02C,1288359,2005-03-31,2021-03-16
179216,01,1406234,2007-07-31,2025-05-09
151933,04W,1190723,2003-05-09,2025-04-01
005932,01,50292,1995-07-25,2025-08-12
147303,04,1175483,2002-06-14,2022-11-21
063726,01,941625,2001-05-15,2009-07-08
135527,01,1108630,2000-03-10,2023-04-21
026355,01C,947121,2003-06-20,2013-04-16
065810,01,1044167,1997-08-12,2004-12-01
019954,02,736035,1996-03-27,2002-11-19
012741,01,742686,1997-03-17,2002-12-04
062956,01,1005516,2002-12-02,2025-03-31
125074,01,1094366,2002-11-06,2025-03-28
166303,03,1337675,2006-03-15,2015-11-20
061902,91W,1003935,2002-06-24,2025-03-19
027309,02W,885540,2003-03-25,2007-12-21
065808,02,1057791,2002-12-31,2015-05-14
110484,01C,1075206,1999-11-04,2010-06-23
061902,01W,1003935,2002-06-24,2025-03-19
105861,01C,1323404,2006-03-23,2018-03-22
015037,04,919239,1998-02-27,2018-02-15
220211,02W,941221,2014-09-12,2025-05-19
113221,01,1079574,1999-08-20,2010-11-22
031227,01,1096376,1999-12-17,2019-02-26
176652,02W,1385145,2007-01-17,2021-11-16
164622,02,1310527,2006-01-12,2015-11-12
187777,01,1429592,2010-12-21,2015-11-13
176217,01,1370030,2006-08-04,2016-11-14
185234,01,1399587,2007-06-07,2016-11-10
012430,01,717216,1995-10-16,2008-10-15
004077,01,30140,1995-07-19,2010-11-09
062437,01,1009302,1996-05-14,2006-01-13
009786,01,354260,1995-04-14,2017-01-18
147887,01,1451432,2008-12-16,2016-08-23
161996,01,1293211,2004-06-10,2015-11-16
029040,01,911649,1996-05-13,2020-05-04
164622,01,1310527,2005-03-16,2015-11-12
224604,01W,1081022,2002-11-13,2007-03-30
032886,03W,838877,2002-10-30,2010-08-06
005499,01,45919,1994-03-25,2025-08-08
065135,01,1039780,1997-07-22,2003-11-19
066519,01,1161396,2002-07-01,2007-11-08
002073,01,10254,1995-08-14,2014-11-12
061871,01,1003124,1996-05-15,2011-11-02
212538,05W,1100790,2002-12-12,2005-12-13
010846,13W,110390,2002-03-28,2020-03-09
100572,05W,938323,2000-08-10,2025-03-14
002411,01W,756620,2002-11-07,2020-07-31
015509,91,1089113,2003-03-03,2023-02-21
015444,06W,849395,2003-03-05,2025-08-06
010846,16W,110390,2002-03-28,2020-03-09
015444,03W,849395,2003-03-05,2025-08-06
015509,11W,1089113,2003-03-03,2023-02-21
010846,08W,110390,2002-03-28,2020-03-09
183058,01,70858,1994-03-30,2025-07-16
183349,01,70858,1994-03-30,2025-07-16
182398,01,70858,1994-03-30,2025-07-16
007647,66,70858,1994-03-30,2025-07-16
184608,01,70858,1994-03-30,2025-07-16
183971,01,70858,1994-03-30,2025-07-16
007647,01,70858,1994-03-30,2025-07-16
185721,01,70858,1994-03-30,2025-07-16
216271,01,70858,1994-03-30,2025-07-16
216272,01,70858,1994-03-30,2025-07-16
185508,01,70858,1994-03-30,2025-07-16
145809,01,1041418,2000-08-11,2009-07-30
013054,01,101844,1995-05-09,2004-08-09
012338,01,792985,1996-05-13,2013-11-13
063700,01,1016169,1996-10-03,2022-05-10
025315,01,876188,1996-05-14,2005-08-09
008953,01,852426,1995-08-14,2007-05-10
014656,01,828942,2001-03-30,2007-11-15
008850,01,81362,1994-03-30,2025-05-01
014597,01,821995,1995-04-14,2018-08-09
009988,01,93319,1994-03-23,2005-02-08
157635,01,1140486,2003-11-26,2011-04-29
016227,01,744778,1995-05-15,2005-11-09
216218,01,8818,1994-03-18,2025-07-22
140071,01,1261482,2003-11-10,2008-05-12
065609,01,1043277,1997-08-15,2025-08-01
137722,01,1043961,2000-03-10,2017-05-18
015598,04,769218,2000-04-19,2025-08-21
204479,03W,1054265,2003-06-27,2006-05-12
014370,01,871763,1996-08-14,2025-08-05
150637,01,1189356,2003-05-02,2006-02-02
119173,01,1023364,1997-01-31,2022-08-11
066468,01,1036425,1998-02-13,2005-12-14
064965,90,1040472,2003-06-27,2004-09-08
030910,01,825517,1996-05-17,2005-05-31
160991,01,1297996,2004-08-02,2025-04-24
011017,01,102037,1994-02-11,2025-08-06
001913,01,8818,1994-03-18,2025-07-22
121382,90W,1034054,1998-04-15,2025-08-07
156291,01,1262415,2003-09-10,2007-05-09
061941,02,929454,1996-05-16,2006-11-09
008359,01,871763,1996-08-14,2025-08-05
160329,09W,1288776,2004-04-29,2015-10-29
028034,05W,896159,1996-05-15,2025-07-22
200595,90W,1191141,2002-11-29,2015-02-13
160991,02,1297996,2004-08-02,2025-04-24
028653,03W,908732,2003-10-27,2023-04-28
007906,02W,320187,1995-01-17,2025-07-17
160991,12,1297996,2004-08-02,2025-04-24
160991,14,1297996,2004-08-02,2025-04-24
019625,02,866213,2002-12-16,2012-04-26
029099,03,910606,1996-05-08,2020-02-13
004439,06W,717826,2003-03-28,2015-10-23
160329,05W,1288776,2004-04-29,2015-10-29
017405,01,11390,1996-09-25,2005-12-29
142390,01,1123028,2000-09-18,2004-09-02
002596,02,16058,1994-09-26,2025-08-07
031096,01,921878,1999-07-14,2004-11-12
011649,01,716006,1994-03-25,2023-08-14
161012,01,1297633,2004-08-03,2006-11-09
008245,90W,713676,1994-03-17,2025-08-01
029608,01,914397,1996-08-16,2015-11-23
022619,01,863893,1996-06-26,2005-02-14
116610,01,1001279,1998-12-10,2015-05-14
148031,01,1144439,2001-11-14,2009-05-05
270287,01W,1263288,2004-02-13,2007-07-06
211009,90,1067491,1999-03-11,2024-06-24
010565,02,98222,1994-01-26,2025-08-04
009411,01,23666,1994-02-11,2014-08-22
009483,01,87777,1994-02-11,2006-02-08
014700,01,806628,1996-02-26,2025-06-20
009359,01,86144,1994-03-25,2015-03-04
003229,01,230131,1995-03-28,2005-04-18
008123,01,74303,1994-03-14,2025-05-02
260919,02,1130166,2003-10-10,2006-03-23
140529,01,1098482,1999-12-30,2024-08-13
010056,02,94049,1994-03-24,2025-08-06
211009,90W,1067491,1999-03-11,2024-06-24
014268,01W,853273,1996-07-30,2009-05-14
006742,05,59558,1994-03-30,2025-05-08
109179,90W,1057997,2003-04-28,2016-02-18
223148,95W,1103838,2003-04-25,2024-10-29
002136,92W,732712,1994-03-31,2025-07-25
010565,01,98222,1994-01-26,2025-08-04
223148,90,1103838,2003-04-25,2024-10-29
100956,01,1011218,2003-02-12,2006-10-25
136946,01,1100663,2001-06-28,2025-07-02
024287,01,874501,1996-05-15,2025-08-07
136445,01,1100663,2001-06-28,2025-07-02
109926,01,1053532,1998-06-08,2018-11-01
125834,01,930667,2001-04-30,2025-05-05
162894,01,1228068,2005-03-14,2010-08-09
101718,07W,1089642,2002-10-25,2007-04-25
002990,01,749647,1996-09-04,2025-08-05
062269,01,924101,1996-05-15,2005-11-16
133724,01,1076167,2000-02-08,2011-11-10
108695,01,1003929,1996-05-15,2007-05-15
004828,01,37912,1994-05-04,2007-03-30
029722,01,915778,1996-05-15,2021-11-09
143527,01,1122787,2000-09-26,2008-08-11
040599,01,1265107,2004-01-15,2021-03-19
160282,01,1287151,2005-01-20,2018-07-26
014777,01,812090,1995-08-14,2017-03-10
005691,91W,715153,2002-10-10,2025-06-18
017196,01,852564,2004-03-15,2015-05-15
201336,01W,1034957,2002-11-20,2025-03-17
222641,01W,1066124,1998-09-18,2006-02-27
015668,91W,1070304,2000-09-22,2025-06-24
064910,91W,1039610,2003-07-03,2006-11-13
030059,01,919012,1996-06-14,2025-06-05
139441,01,1112999,2000-08-31,2009-05-28
003580,01,25445,1994-03-30,2023-05-10
109188,01,1056748,1998-03-11,2007-12-20
145228,01,1129425,2001-09-10,2010-08-03
062245,01,921590,1996-08-12,2015-05-14
031887,02W,943819,1996-05-14,2025-08-08
174110,01,1330568,2006-08-21,2025-08-05
116104,03,1051251,1998-05-04,2020-03-02
174700,02,1361652,2006-10-02,2008-08-11
016721,91W,712515,1995-02-13,2025-08-01
022363,01,1140472,2002-05-01,2008-11-20
257759,02W,1120093,2003-06-30,2006-06-30
031095,03,929545,1996-05-14,2022-02-04
148772,01W,1117171,2005-06-22,2025-08-18
166624,02,1336249,2006-01-04,2008-02-08
111864,03,1058290,1998-06-19,2025-05-01
121773,01,912093,1996-06-12,2025-08-11
177405,04,1376610,2006-10-30,2015-08-07
016721,90W,712515,1995-02-13,2025-08-01
010614,01,320335,1994-03-25,2025-08-06
174700,03,1361652,2006-10-02,2008-08-11
137611,01W,1104188,2000-02-04,2018-05-08
019151,01W,948642,2004-06-10,2019-02-22
019151,93,948642,2004-06-10,2019-02-22
003980,90W,1001039,1996-02-14,2019-02-05
118227,01,1133016,2002-03-22,2007-05-01
011366,01,105668,1994-03-24,2008-08-06
146171,01,892537,2002-02-08,2022-08-03
001677,01,6720,1994-05-13,2007-05-03
126615,01,1095600,1999-11-19,2011-12-02
028248,01,1397867,2007-04-30,2011-11-14
160912,01,1297401,2004-07-21,2016-08-03
163890,01,1372041,2006-11-13,2011-11-07
165740,90,1331588,2005-12-12,2008-07-24
024856,90W,882095,1996-04-26,2025-08-07
065459,01,1028985,1997-03-20,2011-12-08
007908,04W,769594,1998-11-25,2018-02-13
008151,02,1039684,1998-01-14,2025-08-05
030990,03,927628,1996-11-14,2025-07-22
223911,90,1166141,2002-07-10,2018-02-05
030990,17,927628,1996-11-14,2025-07-22
015319,06W,847838,2002-11-13,2010-11-12
030990,22,927628,1996-11-14,2025-07-22
203890,93W,926042,2005-05-17,2023-05-12
165675,02,1339947,2006-03-16,2019-11-14
024544,03,1095996,1999-11-15,2019-11-08
008867,02,709283,1994-06-02,2025-08-26
177260,02,1386787,2007-06-08,2009-04-13
177650,01,1138830,2007-03-16,2012-08-08
008047,01,73773,1995-07-26,2010-11-03
111491,01,1055454,1998-05-06,2020-04-07
113270,01,1034088,1998-08-10,2010-08-05
063914,01,1024519,2000-03-31,2013-07-31
066686,01,1044777,1998-05-05,2025-08-05
174169,08,1282648,2006-03-09,2025-08-14
107755,01,1322866,2006-05-02,2014-11-06
178806,01W,1396033,2007-04-23,2024-05-08
179299,01,1410471,2007-08-31,2015-10-28
179017,03,1405037,2007-11-06,2009-11-30
017150,01,801337,1995-05-15,2025-08-11
203890,02W,926042,2005-05-17,2023-05-12
002025,04,1011174,1996-06-14,2014-02-18
165692,01,1116694,2004-05-24,2011-11-01
178796,01,1413745,2007-10-19,2025-05-02
147658,01,1168478,2002-06-27,2010-08-06
010380,01,96793,1995-02-13,2025-05-13
014192,01,786344,1995-05-15,2010-11-12
008512,01,77877,1995-03-29,2023-08-01
180657,01,1439210,2008-07-25,2015-02-02
162338,01,1308208,2004-11-15,2025-08-07
011304,01,104918,1994-03-04,2025-08-06
144010,01,1113668,2000-08-16,2012-04-16
175660,01,1070698,2006-08-28,2009-08-28
177264,02,1385187,2007-04-20,2015-01-23
179577,02,1420800,2008-01-04,2025-08-07
011032,01,352915,1994-03-30,2025-08-08
346837,01W,880771,1996-05-15,2017-08-09
147648,01,1163332,2003-05-15,2011-09-20
010903,12W,731766,1995-03-28,2025-08-11
178633,03,1405287,2007-11-21,2013-11-06
002369,02C,1001085,2001-11-29,2025-05-08
176261,02W,1382158,2006-12-06,2016-04-19
001166,90,351483,2000-03-14,2015-04-24
176261,91W,1382158,2006-12-06,2016-04-19
232623,03W,1412558,2008-01-07,2025-08-13
002369,03W,1001085,2001-11-29,2025-05-08
166585,01,1352045,2006-02-13,2009-05-22
160684,02,1262823,2004-03-26,2025-08-06
027882,01,884382,1996-05-13,2011-05-02
013765,02,787253,1995-11-13,2025-05-14
153895,01,1288855,2004-05-14,2025-08-08
179437,01,1410636,2007-08-27,2025-04-30
013510,16,783280,1994-05-12,2012-05-04
004640,05,35527,1994-02-17,2025-08-05
015724,06W,1127508,2002-06-25,2009-05-14
015724,03W,1127508,2002-06-25,2009-05-14
183780,07,1406982,2007-12-24,2009-10-13
166458,01,1347218,2006-01-12,2015-02-27
177674,01,1361872,2006-10-17,2012-11-09
149659,01,1173788,2003-03-06,2012-02-06
184058,01,1478334,2009-12-21,2010-04-30
177983,01W,1398659,2007-05-11,2025-08-11
179417,01,1425565,2008-02-07,2019-11-13
006598,02,711665,1996-07-19,2011-11-22
063128,01,1284519,2006-04-27,2011-02-24
006020,02,1170534,2010-03-17,2010-03-17
063128,01C,1284519,2006-04-27,2011-02-24
008762,01,80424,1994-02-09,2025-08-04
003162,01,1138118,2001-08-27,2025-04-24
015633,75,1000275,2002-08-23,2025-05-29
015633,47C,1000275,2002-08-23,2025-05-29
015633,45,1000275,2002-08-23,2025-05-29
015633,63,1000275,2002-08-23,2025-05-29
139662,01,1116521,2000-09-14,2016-08-12
002497,01,15615,1994-01-20,2025-05-01
179974,03,1400810,2008-04-30,2025-08-08
009063,01W,350698,1995-10-05,2025-04-25
061406,01W,913144,1996-05-14,2025-07-24
003026,07W,313927,1994-05-11,2025-08-01
100873,90,1492633,2010-06-03,2022-10-27
039988,01,1487918,2010-04-29,2025-08-01
012756,03W,1491675,2010-05-25,2016-04-28
065710,01,1045450,1998-03-31,2025-07-31
184182,90,1481513,2010-01-20,2025-04-29
065710,02,1045450,1998-03-31,2025-07-31
011856,16,92230,1994-03-31,2025-07-18
035941,01,1000209,2007-03-29,2025-01-30
018494,01,1466085,2009-12-24,2025-07-31
026839,02,1476204,2010-11-12,2025-07-25
174449,01,1323648,2006-08-14,2021-11-12
105089,96,1076378,2003-04-08,2025-07-24
025186,01,884940,1996-05-13,2020-07-16
187041,01,1399935,2011-04-19,2020-09-15
136804,01,1037760,2000-04-07,2016-11-03
012884,01,803014,1995-03-31,2012-12-14
185355,01,1492426,2010-08-03,2023-08-08
187766,01,1525221,2011-08-02,2020-05-05
066281,01,1045425,1998-04-07,2019-11-07
006574,01,57528,1994-05-02,2018-02-28
186520,01,1230276,2011-02-11,2018-11-05
156156,01,1262279,2003-09-05,2016-05-10
016689,01,811831,1995-05-10,2019-05-08
024844,03,1289945,2005-03-17,2025-07-31
066728,01,1055355,1998-05-18,2012-03-15
176103,01C,1368519,2006-10-12,2024-03-13
183603,12,1467076,2009-11-12,2016-11-09
030874,01W,887225,2003-06-27,2025-08-12
010035,13,93751,1994-03-30,2025-07-15
183603,08,1467076,2009-11-12,2016-11-09
137066,91W,1113866,2003-04-30,2021-04-22
010035,01,93751,1994-03-30,2025-07-15
066281,02,1045425,1998-04-07,2019-11-07
010035,09,93751,1994-03-30,2025-07-15
183603,10,1467076,2009-11-12,2016-11-09
143357,01,1467373,2009-10-19,2025-06-20
157853,01,1265316,2004-07-02,2012-01-06
027826,01,895422,1996-01-29,2015-02-06
183101,01,1459450,2009-04-01,2013-07-17
136648,01,1111335,2000-04-14,2025-07-24
011506,01,107263,1994-03-29,2025-02-12
029312,01W,901219,1996-05-13,2012-07-26
015580,19C,927971,2003-01-24,2023-08-29
186437,01,1392380,2010-08-12,2025-08-11
011340,06,828916,1994-03-24,2021-08-02
194755,01,1521847,2011-06-23,2019-08-05
178531,01,1401923,2007-06-18,2012-11-06
175347,02,1366340,2006-06-21,2013-05-09
217290,01,767959,2012-03-08,2012-07-10
006310,05,1506307,2010-11-23,2025-07-18
027954,07,897424,1995-02-02,2021-02-05
007974,10,1111711,2001-03-30,2025-08-06
136648,02,1111335,2000-04-14,2025-07-24
010121,06,1032033,1997-06-13,2014-05-12
013971,03,886977,2002-05-31,2025-03-07
007974,01W,1111711,2001-03-30,2025-08-06
030501,01W,1445930,2009-03-31,2025-08-14
155754,03,1232582,2003-05-15,2025-08-14
011842,01,7789,1995-05-15,2025-07-24
063600,01,897067,1996-07-18,2013-04-26
020204,01,857737,1995-06-14,2021-05-13
162076,01,1305168,2004-10-15,2024-11-04
174313,01,1487052,2010-03-16,2019-10-23
149620,02,1397807,2010-03-01,2014-11-05
133944,01W,1110647,2002-11-05,2018-11-08
126600,01,1082526,1999-09-20,2016-05-06
019817,01,102212,1994-05-10,2025-04-29
025173,01,715072,1994-05-16,2025-08-06
165653,01,1514226,2011-08-15,2019-08-14
005903,02C,49938,2003-03-26,2025-08-04
005357,01,1094831,2012-05-24,2012-05-24
029627,01C,1088162,2002-09-30,2017-02-02
005903,03,49938,2003-03-26,2025-08-04
253527,01W,1314102,2005-09-14,2025-08-07
015617,06,1039765,2002-10-24,2025-05-02
064690,92W,1034670,1997-08-11,2025-07-18
015617,14W,1039765,2002-10-24,2025-05-02
164155,07,1321741,2005-11-09,2025-08-12
014140,02,891478,2002-11-25,2025-04-30
015617,05W,1039765,2002-10-24,2025-05-02
104598,95W,889132,2003-05-06,2025-08-29
186960,01,1517175,2011-04-12,2025-04-30
190963,02,1475841,2011-11-14,2025-08-05
016653,02W,1562476,2012-12-05,2025-07-23
004740,01,37008,1994-03-22,2014-08-08
104598,92W,889132,2003-05-06,2025-08-29
174926,01,1356115,2006-08-31,2025-08-14
009761,01,90896,1994-04-12,2018-04-12
211732,90,1347426,2006-01-06,2025-08-27
029734,01,911109,1996-05-15,2020-05-06
016384,01,1535929,2012-11-09,2025-08-07
180228,01,1437071,2008-12-19,2025-08-08
133768,07,1099219,1999-11-23,2025-08-07
005180,05W,1131399,2003-03-28,2023-04-26
133768,90W,1099219,1999-11-23,2025-08-07
164532,01,1329099,2005-07-12,2025-08-20
024625,17W,879764,2002-06-27,2025-07-24
024625,03W,879764,2002-06-27,2025-07-24
145049,01,1326380,2005-12-08,2025-06-10
183920,01,1468516,2009-07-27,2015-05-08
024944,01C,1114445,2013-08-15,2015-02-13
018899,01,1438133,2013-08-12,2025-08-06
183352,01,1575319,2013-07-30,2016-07-29
176152,01W,1378239,2006-11-15,2025-07-28
120358,01,1080056,1999-05-11,2019-08-06
019661,90W,1094517,2002-12-24,2025-08-07
019116,01,1557421,2013-11-14,2017-11-07
012631,01,799288,1994-06-09,2025-06-05
293884,01,1500866,2011-01-12,2019-11-07
061129,01,930236,1996-05-13,2025-08-08
065275,01,1437578,2012-10-24,2025-08-07
050241,01,930236,1996-05-13,2025-08-08
020259,02,1586300,2013-09-19,2016-12-14
148435,01,1169029,2003-10-31,2021-05-03
020493,01,1264647,2014-03-28,2014-06-09
317260,01,1597659,2014-03-17,2018-05-03
020644,01,1500435,2014-02-07,2025-08-11
021825,02,759944,2014-05-12,2025-08-04
021593,03,944745,1996-08-12,2025-08-06
066311,90W,1041130,1998-12-22,2025-06-26
145186,01,1574532,2013-05-24,2016-11-01
020530,90W,1577552,2014-05-06,2025-06-26
020530,99W,1577552,2014-05-06,2025-06-26
021362,01,1404281,2014-05-02,2017-05-03
187252,01,1476651,2011-05-16,2018-11-07
187253,01,1519401,2011-05-16,2025-08-01
063448,01W,1006028,1996-05-24,2025-06-16
019484,02,1590364,2013-10-30,2025-07-31
018025,02,1532543,2013-04-29,2015-04-14
027216,01,1587987,2013-10-01,2025-08-08
004322,01,32621,1995-02-23,2025-08-14
008515,02,350403,1994-02-28,2024-03-28
023423,01,1324772,2014-11-28,2016-10-07
023703,01W,1625414,2014-12-18,2025-08-28
035586,01,1580345,2014-05-13,2025-08-06
023703,90,1625414,2014-12-18,2025-08-28
136924,02W,1100663,2006-01-09,2025-07-02
017280,01,825202,1995-08-29,2025-03-10
021223,01,1478069,2013-10-16,2023-11-14
036768,01,1528115,2019-09-18,2025-08-14
036780,02,1815302,2020-09-17,2021-11-26
024523,01,1339469,2015-04-17,2021-05-05
037053,02,1821317,2020-11-16,2021-08-04
035836,90,1778016,2019-09-05,2025-05-15
211559,90W,1815620,2020-10-15,2020-10-15
117116,01W,1075880,2002-12-20,2025-06-10
037449,01,1811414,2020-09-21,2025-07-23
039380,01,1828105,2021-03-25,2025-08-06
037072,01,1819810,2021-01-07,2021-08-13
037825,01,1829802,2021-01-15,2025-08-05
037394,90W,1822829,2020-09-08,2023-08-23
007652,90,72127,2000-09-28,2021-05-26
039053,01,1723648,2021-01-14,2023-11-09
039380,02,1828105,2021-03-25,2025-08-06
035837,90,1780652,2019-10-28,2025-08-14
037904,02,1835800,2021-01-13,2023-08-14
033138,03,1723580,2018-02-20,2024-05-16
037274,02,1824893,2021-01-04,2021-08-09
140602,01,1064642,2005-09-07,2025-03-05
038290,03,1846750,2021-09-10,2023-11-13
041050,01,1872789,2021-07-15,2025-08-08
038058,03,1839191,2021-05-17,2022-11-08
040108,01,1880319,2021-09-01,2025-08-07
038416,02,1841800,2021-06-15,2023-11-22
295786,01W,1567094,2013-05-14,2025-08-04
038106,02,1840463,2021-05-24,2022-11-09
